ID,BARANGAY,DATE COMMITTED,MONTH COMMITTED,DAY COMMITTED,YEAR COMMITTED,TIME COMMITTED,OFFENSE,VICTIMS Age,VICTIMS Gender,SUSPECTS Age,SUSPECTS Gender,VICTIMS COUNT,SUSPECTS COUNT,VEHICLE KIND,LONGITUDE,LATITUDE,RAINFALL,TMAX,TMIN,WIND_SPEED,WIND_DIRECTION
207,Bayaoas,12/14/2019,12,14,2019,19:40:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,27.0,M,43.0,M,2,1,"CAR,MOTORCYCLE,TRICYCLE",120.5763656,15.9721554,0.0,30.2,24.0,2.0,320.0
208,Catablan,12/14/2019,12,14,2019,19:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,46.0,M,46.0,M,2,2,"CAR,TRICYCLE",120.496,15.9762846,0.0,30.2,24.0,2.0,320.0
209,Nancayasan,12/15/2019,12,15,2019,5:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,58.0,M,58.0,M,2,2,"CAR,TRUCK",120.5744592,15.9597652,0.0,30.4,23.2,2.0,360.0
210,Poblacion,12/16/2019,12,16,2019,14:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,62.0,M,62.0,M,2,2,"CAR,TRICYCLE",120.569912,15.9758369,0.0,30.5,21.5,2.0,90.0
211,San Vicente,12/16/2019,12,16,2019,18:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,44.0,M,23.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5710671,15.9888772,0.0,30.5,21.5,2.0,90.0
212,Poblacion,12/18/2019,12,18,2019,22:55:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,25.0,M,43.0,M,2,1,"TRICYCLE,VAN",120.5718043,15.975801,0.0,30.8,22.8,2.0,180.0
213,Dilan Paurido,12/19/2019,12,19,2019,18:30:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,29.0,M,41.0,M,1,1,"TRICYCLE,TRUCK",120.592789,15.973887,-1.0,30.0,24.0,2.0,180.0
214,Cabaruan,12/22/2019,12,22,2019,22:15:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,13.0,F,25.0,M,2,1,MOTORCYCLE,120.5188224,15.9466032,0.0,30.0,22.8,2.0,360.0
215,Cayambanan,12/23/2019,12,23,2019,20:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,63.0,M,26.0,M,1,1,"CAR,TRICYCLE",120.5831679,16.0041055,0.0,30.0,23.0,2.0,360.0
216,Nancayasan,12/23/2019,12,23,2019,17:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,46.0,M,26.0,M,1,1,"CAR,TRUCK",120.5743688,15.9600211,0.0,30.0,23.0,2.0,360.0
217,Nancayasan,12/23/2019,12,23,2019,20:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,30.0,M,75.0,M,1,1,"CAR,TRICYCLE",120.5742836,15.9603,0.0,30.0,23.0,2.0,360.0
218,San Vicente,12/23/2019,12,23,2019,22:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,35.0,M,46.0,M,1,1,MOTORCYCLE,120.5712946,15.9889476,0.0,30.0,23.0,2.0,360.0
219,San Vicente,12/24/2019,12,24,2019,0:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,M,25.0,M,2,2,MOTORCYCLE,120.571642,15.9890218,0.0,30.2,22.8,2.0,340.0
220,Anonas,12/25/2019,12,25,2019,12:07:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,54.0,M,54.0,M,2,2,MOTORCYCLE,120.5826968,15.9941961,-1.0,29.5,24.8,2.0,320.0
221,Nancayasan,12/25/2019,12,25,2019,3:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,20.0,M,30.0,M,1,1,MOTORCYCLE,120.5741931,15.9606045,-1.0,29.5,24.8,2.0,320.0
222,Poblacion,12/25/2019,12,25,2019,11:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,38.0,M,47.0,M,1,1,CAR,120.5729941,15.975801,-1.0,29.5,24.8,2.0,320.0
223,Poblacion,12/25/2019,12,25,2019,16:16:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,42.0,F,41.0,M,1,1,"CAR,TRICYCLE",120.5739575,15.9758317,-1.0,29.5,24.8,2.0,320.0
224,San Vicente,12/25/2019,12,26,2019,10:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,16.0,M,50.0,M,1,1,CAR,120.5729834,15.9890141,0.4,29.0,24.2,2.0,90.0
225,Nancayasan,12/26/2019,12,272,2019,22:15:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,33.0,M,59.0,M,1,1,"CAR,VAN",120.5740786,15.9609321,0.0,31.3,25.0,3.0,180.0
226,Labit Proper,12/27/2019,12,27,2019,17:40:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,44.0,M,21.0,M,1,1,CAR,120.5327131,15.9670626,0.0,31.3,25.0,3.0,180.0
227,Pinmaludpod,12/27/2019,12,27,2019,18:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,28.0,M,1,1,"CAR,MOTORCYCLE",120.5171276,15.9807433,0.0,31.3,25.0,3.0,180.0
228,Poblacion,12/27/2019,12,7,2019,7:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,27.0,F,55.0,M,1,1,"CAR,MOTORCYCLE",120.5728823,15.9797057,0.0,31.3,25.0,3.0,180.0
229,Poblacion,12/27/2019,12,27,2019,14:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,44.0,M,25.0,M,1,1,"CAR,TRICYCLE",120.5722488,15.9795496,0.0,31.3,25.0,3.0,180.0
230,San Vicente,12/27/2019,12,27,2019,5:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,34.0,F,41.0,M,1,1,MOTORCYCLE,120.5665584,15.9924554,0.0,31.3,25.0,3.0,180.0
231,Catablan,12/28/2019,12,28,2019,17:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,M,38.0,M,1,1,"BUS,CAR",120.4975544,15.9766505,0.0,32.5,24.5,3.0,180.0
232,Nancayasan,12/28/2019,12,28,2019,10:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,27.0,M,35.0,M,1,1,"CAR,TRICYCLE",120.5739669,15.9612673,0.0,32.5,24.5,3.0,180.0
233,Nancayasan,12/28/2019,12,28,2019,23:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,28.0,M,30.0,M,1,1,"CAR,TRICYCLE",120.5738817,15.9615795,0.0,32.5,24.5,3.0,180.0
234,Nancayasan,12/29/2019,12,29,2019,19:45:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,1.0,F,41.0,M,1,1,"MOTORCYCLE,TRUCK",120.5737619,15.9619275,0.0,32.2,22.6,2.0,160.0
235,San Vicente,12/29/2019,12,29,2019,17:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,M,38.0,M,1,1,"CAR,TRUCK",120.5668751,15.9924043,0.0,32.2,22.6,2.0,160.0
236,Nancayasan,12/30/2019,12,30,2019,20:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,M,61.0,M,1,1,"CAR,MOTORCYCLE",120.5736501,15.9622858,0.0,29.3,24.0,2.0,180.0
237,Poblacion,12/30/2019,12,30,2019,18:35:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,70.0,M,55.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5715408,15.9793935,0.0,29.3,24.0,2.0,180.0
238,Nancalobasaan,12/31/2019,12,31,2019,19:40:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,18.0,F,41.0,M,2,1,MOTORCYCLE,120.6053528,16.008181,0.0,29.8,24.0,2.0,180.0
239,Anonas,1/3/2020,1,3,2020,15:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,39.0,M,62.0,M,1,1,"CAR,TRUCK",120.5776322,15.9963735,0.0,29.5,20.8,2.0,160.0
240,Nancayasan,1/3/2020,1,3,2020,10:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,35.0,M,61.0,M,1,1,"JEEP,MOTORCYCLE",120.5735437,15.9626286,0.0,29.5,20.8,2.0,160.0
241,Nancayasan,1/3/2020,1,3,2020,21:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,28.0,M,64.0,M,1,1,"MOTORCYCLE,TRUCK",120.5734319,15.9629664,0.0,29.5,20.8,2.0,160.0
242,Poblacion,1/3/2020,1,3,2020,22:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,39.0,M,17.0,M,1,1,"CAR,MOTORCYCLE",120.5702074,15.9792272,0.0,29.5,20.8,2.0,160.0
243,Nancamaliran West,1/6/2020,1,6,2020,0:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,19.0,M,27.0,M,1,1,"CAR,WAGON",120.5485475,15.9746841,0.0,32.5,22.8,2.0,180.0
244,San Vicente,1/9/2020,1,9,2020,17:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,49.0,M,62.0,M,1,1,"CAR,JEEP",120.5671359,15.9923377,0.0,30.5,22.0,3.0,160.0
245,Anonas,1/10/2020,1,10,2020,21:45:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,17.0,M,25.0,M,1,1,MOTORCYCLE,120.5824578,15.9942316,0.0,29.2,23.7,2.0,340.0
246,Santo Domingo,1/11/2020,1,11,2020,14:00:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,20.0,F,20.0,M,2,2,"MOTORCYCLE,TRUCK",120.556994,15.9626574,0.0,29.5,24.5,3.0,340.0
247,Bactad East,1/14/2020,1,14,2020,16:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,11.0,M,48.0,M,1,1,CAR,120.6255131,15.9864073,0.0,30.0,23.5,2.0,340.0
248,Bayaoas,1/15/2020,1,15,2020,17:10:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,27.0,M,21.0,M,2,1,MOTORCYCLE,120.5795449,15.9721912,0.0,30.8,22.5,2.0,340.0
249,Catablan,1/16/2020,1,16,2020,10:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,55.0,M,65.0,M,1,1,CAR,120.4992259,15.976996,0.0,29.5,24.0,2.0,360.0
250,Nancayasan,1/16/2020,1,16,2020,20:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,52.0,M,52.0,M,2,2,"MOTORCYCLE,TRICYCLE",120.5733361,15.9632914,0.0,29.5,24.0,2.0,360.0
251,Nancayasan,1/16/2020,1,16,2020,22:11:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,F,28.0,M,1,1,"CAR,MOTORCYCLE",120.5732216,15.9636394,0.0,29.5,24.0,2.0,360.0
252,Anonas,1/17/2020,1,17,2020,8:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,44.0,M,29.0,M,2,1,"BUS,CAR",120.5771395,15.9967855,0.0,29.5,24.8,5.0,320.0
253,Poblacion,1/17/2020,1,17,2020,5:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,37.0,M,41.0,M,1,1,"TRICYCLE,TRUCK",120.5692785,15.9791504,0.0,29.5,24.8,5.0,320.0
254,Poblacion,1/17/2020,1,17,2020,13:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,42.0,M,29.0,M,1,1,"PICK-UP,TRUCK",120.5683496,15.9790711,0.0,29.5,24.8,5.0,320.0
255,Bactad East,1/18/2020,1,18,2020,16:35:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,39.0,M,30.0,M,1,1,"JEEP,TRICYCLE",120.6275483,15.9897276,0.0,29.8,22.5,3.0,320.0
256,Poblacion,1/18/2020,1,18,2020,13:20:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,21.0,M,41.0,M,3,1,"CAR,MOTORCYCLE,TRICYCLE",120.5675724,15.9790046,0.0,29.8,22.5,3.0,320.0
257,Bayaoas,1/20/2020,1,20,2020,20:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,40.0,F,20.0,M,1,1,"MOTORCYCLE,TRICYCLE",120.5805137,15.9716916,0.0,29.8,22.5,2.0,160.0
258,Nancayasan,1/21/2020,1,21,2020,17:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,43.0,M,31.0,M,1,1,"CAR,TRICYCLE",120.5731418,15.9639721,0.0,29.0,22.5,2.0,180.0
259,Anonas,1/24/2020,1,24,2020,10:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,45.0,M,39.0,M,1,1,CAR,120.5769523,15.9969654,0.0,29.2,24.0,3.0,320.0
260,Nancalobasaan,1/24/2020,1,24,2020,20:00:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,18.0,F,38.0,M,4,2,"MOTORCYCLE,TRICYCLE",120.6115436,16.008465,0.0,29.2,24.0,3.0,320.0
261,Nancayasan,1/24/2020,1,24,2020,20:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,36.0,M,36.0,M,2,2,CAR,120.5730353,15.9643534,0.0,29.2,24.0,3.0,320.0
262,Poblacion,1/24/2020,1,24,2020,8:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,24.0,M,24.0,M,2,2,"CAR,TRICYCLE",120.5666835,15.9789304,0.0,29.2,24.0,3.0,320.0
263,Cabuloan,1/25/2020,1,25,2020,21:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,53.0,M,29.0,M,1,1,"TRICYCLE,VAN",120.603829,15.9766621,0.0,29.5,23.2,2.0,160.0
264,Pinmaludpod,1/25/2020,1,25,2020,11:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,48.0,M,33.0,M,1,1,CAR,120.5165634,16.0009267,0.0,29.5,23.2,2.0,160.0
265,San Vicente,1/25/2020,1,25,2020,19:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,22.0,M,41.0,M,1,1,"CAR,MOTORCYCLE,TRICYCLE",120.5674234,15.9922661,0.0,29.5,23.2,2.0,160.0
266,Poblacion,1/26/2020,1,26,2020,16:00:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,42.0,M,18.0,M,1,1,"CAR,MOTORCYCLE",120.5658264,15.9788997,0.0,30.5,24.8,5.0,340.0
267,Camantiles,1/27/2020,1,27,2020,19:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,46.0,M,30.0,M,1,1,"CAR,TRICYCLE",120.5425889,15.9920576,0.0,29.0,23.0,5.0,340.0
268,Nancayasan,1/27/2020,1,27,2020,20:50:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,23.0,M,62.0,M,1,1,"PICK-UP,VAN",120.5729422,15.9647756,0.0,29.0,23.0,5.0,340.0
269,San Vicente,1/27/2020,1,27,2020,19:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,20.0,M,19.0,M,1,1,MOTORCYCLE,120.5677667,15.9921893,0.0,29.0,23.0,5.0,340.0
270,Poblacion,1/29/2020,1,29,2020,16:35:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,35.0,M,21.0,M,2,1,"JEEP,TRUCK,VAN",120.565193,15.979089,0.0,27.6,22.8,6.0,360.0
271,Nancamaliran West,1/30/2020,1,30,2020,8:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,65.0,M,37.0,M,1,1,"CAR,TRICYCLE",120.5505304,15.974592,0.0,26.2,21.0,6.0,340.0
272,Pinmaludpod,1/31/2020,1,31,2020,8:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,59.0,M,51.0,M,3,1,"CAR,PICK-UP",120.5181204,15.9809441,0.0,28.2,20.6,3.0,160.0
273,Poblacion,2/4/2020,2,4,2020,15:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,37.0,M,50.0,M,1,1,"JEEP,MOTORCYCLE",120.5646048,15.9794063,0.0,29.0,20.0,3.0,180.0
274,Poblacion,2/4/2020,2,4,2020,17:10:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,31.0,M,57.0,M,2,1,"JEEP,TRICYCLE",120.564115,15.9796468,0.0,29.0,20.0,3.0,180.0
275,Anonas,2/5/2020,2,5,2020,9:05:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,M,28.0,M,2,2,MOTORCYCLE,120.5870778,15.9930682,0.0,28.5,21.0,3.0,340.0
276,Nancayasan,2/5/2020,2,5,2020,9:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,33.0,M,33.0,M,2,2,"CAR,MOTORCYCLE",120.572841,15.9652183,0.0,28.5,21.0,3.0,340.0
277,Nancayasan,2/6/2020,2,6,2020,20:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,26.0,M,31.0,M,1,1,"CAR,MOTORCYCLE",120.5727638,15.9655458,0.0,31.3,23.2,3.0,180.0
278,Cayambanan,2/7/2020,2,7,2020,19:20:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,18.0,M,18.0,M,2,2,MOTORCYCLE,120.5809269,16.0084369,0.0,30.3,24.8,3.0,340.0
279,Anonas,2/8/2020,2,8,2020,23:25:00,RECKLESS IMPRUDENCE RESULTING TO HOMICIDE - RPC Art 365,23.0,M,26.0,M,1,1,"MOTORCYCLE,TRUCK",120.5766666,15.9972306,-1.0,30.0,25.0,3.0,320.0
280,Dilan Paurido,2/8/2020,2,8,2020,18:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,26.0,M,42.0,M,2,1,"MOTORCYCLE,TRICYCLE",120.592267,15.976825,-1.0,30.0,25.0,3.0,320.0
281,Nancayasan,2/8/2020,2,8,2020,8:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,35.0,M,30.0,M,1,1,"CAR,TRUCK",120.5726813,15.9659092,-1.0,30.0,25.0,3.0,320.0
282,Nancayasan,2/11/2020,2,11,2020,16:55:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,33.0,F,31.0,F,2,2,CAR,120.5725908,15.9662854,0.0,31.8,21.5,3.0,180.0
283,San Vicente,2/11/2020,2,11,2020,12:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,53.0,M,53.0,M,2,2,"CAR,TRUCK",120.5680781,15.9921126,0.0,31.8,21.5,3.0,180.0
284,Tulong,2/11/2020,2,11,2020,9:20:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,44.0,M,41.0,M,1,1,TRUCK,120.5609271,16.0021867,0.0,31.8,21.5,3.0,180.0
285,San Vicente,2/12/2020,2,12,2020,18:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,61.0,M,32.0,M,1,1,"CAR,MOTORCYCLE",120.5684082,15.9920384,0.0,31.8,21.0,3.0,160.0
286,Catablan,2/13/2020,2,13,2020,11:45:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,40.0,M,60.0,M,1,1,CAR,120.5021882,15.9775896,0.0,29.4,21.8,2.0,160.0
287,Nancamaliran East,2/14/2020,2,14,2020,22:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,47.0,M,47.0,M,2,2,MOTORCYCLE,120.5595664,15.9726934,0.0,32.3,23.7,2.0,160.0
288,Tulong,2/14/2020,2,14,2020,17:31:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,28.0,M,32.0,M,1,1,MOTORCYCLE,120.5614728,16.0037397,0.0,32.3,23.7,2.0,160.0
289,Nancamaliran East,2/18/2020,2,18,2020,8:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,55.0,M,50.0,M,1,1,"CAR,MOTORCYCLE",120.5595238,15.9731591,0.0,29.3,21.8,4.0,180.0
290,Poblacion,2/19/2020,2,19,2020,20:25:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,35.0,M,35.0,M,2,2,"AMBULANCE,TRUCK",120.5635428,15.9799462,0.0,29.8,18.5,4.0,180.0
291,San Jose,2/19/2020,2,19,2020,9:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,37.0,F,37.0,M,2,2,CAR,120.5098649,15.9792042,0.0,29.8,18.5,4.0,180.0
292,Nancayasan,2/20/2020,2,20,2020,1:30:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,28.0,M,55.0,M,1,1,"CAR,MOTORCYCLE",120.572503,15.9666641,0.0,31.5,19.0,3.0,180.0
293,Poblacion,2/20/2020,2,20,2020,15:50:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,19.0,M,52.0,M,2,1,"CAR,PICK-UP",120.5629839,15.9802558,0.0,31.5,19.0,3.0,180.0
294,San Vicente,2/21/2020,2,21,2020,10:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,24.0,M,60.0,M,1,1,CAR,120.5687488,15.9919795,0.0,28.7,20.2,2.0,340.0
295,Anonas,2/23/2020,2,23,2020,19:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,38.0,M,38.0,M,2,2,"CAR,TRICYCLE",120.5759177,15.9977516,0.0,32.7,22.3,3.0,180.0
296,Dr. Pedro T. Orata (Bactad Proper),2/26/2020,2,26,2020,11:10:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,32.0,M,34.0,M,1,1,"CAR,TRUCK",120.6150742,15.9776817,-1.0,30.0,24.0,4.0,180.0
297,Nancayasan,2/28/2020,2,28,2020,15:40:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,44.0,F,44.0,F,2,2,"BUS,WAGON",120.5723965,15.9671375,0.0,33.0,22.0,5.0,180.0
298,Pinmaludpod,2/29/2020,2,29,2020,23:55:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,26.0,M,50.0,M,1,1,"MOTORCYCLE,TRUCK",120.5174177,16.0013437,0.0,33.2,23.0,3.0,160.0
299,San Vicente,3/2/2020,3,2,2020,18:15:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,19.0,F,40.0,M,1,1,MOTORCYCLE,120.5690363,15.991936,0.0,29.3,22.0,2.0,180.0
300,Nancamaliran East,3/3/2020,3,3,2020,23:30:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,25.0,M,37.0,M,1,1,"MOTORCYCLE,TRUCK",120.5594546,15.9739152,0.0,31.0,22.5,3.0,160.0
301,San Vicente,3/6/2020,3,6,2020,22:40:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,20.0,M,20.0,M,2,2,MOTORCYCLE,120.5693876,15.9918772,0.0,32.0,23.8,3.0,360.0
302,Bayaoas,3/7/2020,3,7,2020,17:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,7.0,F,19.0,M,1,1,MOTORCYCLE,120.5806095,15.9726512,0.0,31.4,24.3,2.0,340.0
303,Nancamaliran East,3/7/2020,3,7,2020,16:50:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,16.0,F,62.0,M,1,1,TRICYCLE,120.5587812,15.9738666,0.0,31.4,24.3,2.0,340.0
304,Nancayasan,3/7/2020,3,7,2020,15:05:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,38.0,M,46.0,M,1,1,"JEEP,TRICYCLE",120.5722954,15.9675955,0.0,31.4,24.3,2.0,340.0
305,Santa Lucia,3/8/2020,3,8,2020,18:10:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,55.0,M,55.0,M,2,2,"CAR,MOTORCYCLE",120.5567904,15.9635659,0.0,32.5,25.0,4.0,340.0
306,Bayaoas,3/11/2020,3,11,2020,11:00:00,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,8.0,F,23.0,M,2,1,MOTORCYCLE,120.5795595,15.9733599,0.0,31.5,25.5,4.0,180.0
307,Pinmaludpod,3/11/2020,3,11,2020,8:30:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,40.0,F,41.0,M,4,1,"CAR,VAN",120.518996,15.981145,0.0,31.5,25.5,4.0,180.0
308,Catablan,3/12/2020,3,12,2020,20:25:00,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,62.0,M,63.0,M,2,2,"MOTORCYCLE,TRICYCLE",120.5007004,15.9807113,0.0,34.5,23.0,3.0,180.0
309,Pinmaludpod,3/13/2020,3,13,2020,12:00:00,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,39.0,F,51.0,M,1,1,CAR,120.5184504,16.0018682,0.0,31.7,25.0,4.0,320.0
